Each row represents the efficiency standards for a specificy type of chiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Day Type choices: Default, Wkdy, Wknd, Mon, Tue, Wed, Thu, Fri, Sat, Sun, WntrDsn, SmrDsn, Hol",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Category,Units,Day Types,Start Date,End Date,Type,Hr 1,Hr 2,Hr 3,Hr 4,Hr 5,Hr 6,Hr 7,Hr 8,Hr 9,Hr 10,Hr 11,Hr 12,Hr 13,Hr 14,Hr 15,Hr 16,Hr 17,Hr 18,Hr 19,Hr 20,Hr 21,Hr 22,Hr 23,Hr 24,Notes
HotelLarge Adva5F_OccGuestRoom_ClgSP_Sch,Thermostat Setpoint,C,WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,21.11,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge Adva5F_OccGuestRoom_HtgSP_Sch,Thermostat Setpoint,C,Default,1-Jan,31-Dec,Hourly,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,18.334,18.334,18.334,18.334,18.334,18.334,18.334,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,From DOE Prototype Buildings
HotelLarge Adva5F_OccGuestRoom_HtgSP_Sch,Thermostat Setpoint,C,WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,21.11,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge AIR_VELO_SCH,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge ALWAYS_OFF,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge ALWAYS_ON,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge Base_OccGuestRoom_ClgSP_Sch,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,21.11,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge Base_OccGuestRoom_HtgSP_Sch,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,21.11,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH,Equipment,,Default,1-Jan,31-Dec,Hourly,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.7,0.6,0.4,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH,Equipment,,Sat,1-Jan,31-Dec,Hourly,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.4,0.5,0.5,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7,0.8,0.8,0.8,0.7,0.4,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH,Equipment,,Wkdy,1-Jan,31-Dec,Hourly,0.3,0.25,0.2,0.2,0.2,0.3,0.5,0.6,0.5,0.5,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7,0.9,0.95,0.9,0.7,0.4,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH_2010,Equipment,,Default,1-Jan,31-Dec,Hourly,0.3841429,0.3841429,0.288107175,0.288107175,0.288107175,0.288107175,0.3841429,0.480178625,0.480178625,0.3841429,0.3841429,0.3841429,0.3841429,0.288107175,0.288107175,0.288107175,0.288107175,0.288107175,0.57621435,0.7682858,0.864321525,0.672250075,0.57621435,0.3841429,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH_2010,Equipment,,Sat,1-Jan,31-Dec,Hourly,0.288107175,0.288107175,0.19207145,0.19207145,0.19207145,0.19207145,0.3841429,0.3841429,0.480178625,0.480178625,0.3841429,0.336125038,0.336125038,0.336125038,0.336125038,0.336125038,0.336125038,0.336125038,0.672250075,0.7682858,0.7682858,0.7682858,0.672250075,0.3841429,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH_2010,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH_2010,Equipment,,Wkdy,1-Jan,31-Dec,Hourly,0.288107175,0.240089313,0.19207145,0.19207145,0.19207145,0.288107175,0.480178625,0.57621435,0.480178625,0.480178625,0.336125038,0.336125038,0.336125038,0.336125038,0.336125038,0.336125038,0.336125038,0.336125038,0.672250075,0.864321525,0.912339388,0.864321525,0.672250075,0.3841429,From DOE Prototype Buildings
HotelLarge BASEMENT_EQUIP_SCH_2010,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_ELEVATORS,Elevator,,Default,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.1,0.2,0.4,0.5,0.5,0.35,0.15,0.15,0.15,0.15,0.15,0.15,0.35,0.5,0.5,0.4,0.4,0.3,0.2,0.1,From DOE Prototype Buildings
HotelLarge BLDG_ELEVATORS,Elevator,,SmrDsn,1-Jan,31-Dec,Constant,0.5,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_ELEVATORS,Elevator,,WntrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_EQUIP_SCH,Equipment,,Default,1-Jan,31-Dec,Hourly,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.6,0.8,0.9,0.7,0.6,0.4,From DOE Prototype Buildings
HotelLarge BLDG_EQUIP_SCH,Equipment,,Sat,1-Jan,31-Dec,Hourly,0.3,0.3,0.2,0.2,0.2,0.2,0.4,0.4,0.5,0.5,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7,0.8,0.8,0.8,0.7,0.4,From DOE Prototype Buildings
HotelLarge BLDG_EQUIP_SCH,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_EQUIP_SCH,Equipment,,Wkdy,1-Jan,31-Dec,Hourly,0.3,0.25,0.2,0.2,0.2,0.3,0.5,0.6,0.5,0.5,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.7,0.9,0.95,0.9,0.7,0.4,From DOE Prototype Buildings
HotelLarge BLDG_EQUIP_SCH,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.7,0.8,0.6,0.5,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.4,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.7,0.7,0.7,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.2,0.15,0.1,0.1,0.1,0.2,0.4,0.5,0.4,0.4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.8,0.9,0.8,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH_2010,Lighting,,Default,1-Jan,31-Dec,Hourly,0.25029,0.25029,0.16686,0.16686,0.16686,0.16686,0.25029,0.33372,0.33372,0.25029,0.25029,0.25029,0.25029,0.16686,0.16686,0.16686,0.16686,0.16686,0.41715,0.58401,0.66744,0.50058,0.41715,0.25029,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH_2010,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.16686,0.16686,0.08343,0.08343,0.08343,0.08343,0.25029,0.25029,0.33372,0.33372,0.25029,0.208575,0.208575,0.208575,0.208575,0.208575,0.208575,0.208575,0.50058,0.58401,0.58401,0.58401,0.50058,0.25029,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH_2010,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH_2010,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.16686,0.125145,0.08343,0.08343,0.08343,0.16686,0.33372,0.41715,0.33372,0.33372,0.208575,0.208575,0.208575,0.208575,0.208575,0.208575,0.208575,0.208575,0.50058,0.66744,0.75087,0.66744,0.50058,0.25029,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_CORRIDOR_SCH_2010,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.26,0.26,0.11,0.11,0.11,0.11,0.41,0.41,0.56,0.56,0.41,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.85,1,1,1,0.85,0.41,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.22,0.17,0.11,0.11,0.11,0.22,0.44,0.56,0.44,0.44,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.67,0.89,1,0.89,0.67,0.33,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH_2010,Lighting,,Default,1-Jan,31-Dec,Hourly,0.2197,0.2197,0.0945,0.0945,0.0945,0.0945,0.3852,0.3852,0.5259,0.444267,0.302158,0.2432,0.2432,0.2432,0.2432,0.2432,0.2432,0.253275,0.7973,0.938,0.938,0.938,0.7973,0.3852,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH_2010,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH_2010,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.1859,0.1452,0.0945,0.0945,0.0945,0.1859,0.4121,0.5259,0.4121,0.4121,0.2087,0.2087,0.2087,0.2087,0.2087,0.2087,0.21304,0.2149,0.6297,0.8342,0.938,0.8342,0.6297,0.3083,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_GUESTROOM_SCH_2010,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.7,0.8,0.6,0.5,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.4,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.7,0.7,0.7,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.2,0.15,0.1,0.1,0.1,0.2,0.4,0.5,0.4,0.4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.8,0.9,0.8,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH_2010,Lighting,,Default,1-Jan,31-Dec,Hourly,0.28125,0.28125,0.1875,0.1875,0.1875,0.1875,0.28125,0.375,0.375,0.28125,0.28125,0.28125,0.28125,0.1875,0.1875,0.1875,0.1875,0.1875,0.46875,0.65625,0.75,0.5625,0.46875,0.28125,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH_2010,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.1875,0.1875,0.09375,0.09375,0.09375,0.09375,0.28125,0.28125,0.375,0.375,0.28125,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,0.5625,0.65625,0.65625,0.65625,0.5625,0.28125,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH_2010,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH_2010,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.1875,0.140625,0.09375,0.09375,0.09375,0.1875,0.375,0.46875,0.375,0.375,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,0.5625,0.75,0.84375,0.75,0.5625,0.28125,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_OFFICE_BSMT_SCH_2010,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.7,0.8,0.6,0.5,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_SCH,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.4,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.7,0.7,0.7,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_SCH,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_SCH,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.2,0.15,0.1,0.1,0.1,0.2,0.4,0.5,0.4,0.4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.8,0.9,0.8,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_SCH,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH,Lighting,,Default,1-Jan,31-Dec,Hourly,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.7,0.8,0.6,0.5,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.2,0.2,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.4,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.7,0.7,0.7,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.2,0.15,0.1,0.1,0.1,0.2,0.4,0.5,0.4,0.4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.6,0.8,0.9,0.8,0.6,0.3,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH_2010,Lighting,,Default,1-Jan,31-Dec,Hourly,0.17565,0.17565,0.1171,0.1171,0.1171,0.1171,0.17565,0.2342,0.2342,0.17565,0.17565,0.17565,0.17565,0.1171,0.1171,0.1171,0.1171,0.1171,0.29275,0.40985,0.4684,0.3513,0.29275,0.17565,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH_2010,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.1171,0.1171,0.05855,0.05855,0.05855,0.05855,0.17565,0.17565,0.2342,0.2342,0.17565,0.146375,0.146375,0.146375,0.146375,0.146375,0.146375,0.146375,0.3513,0.40985,0.40985,0.40985,0.3513,0.17565,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH_2010,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH_2010,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.1171,0.087825,0.05855,0.05855,0.05855,0.1171,0.2342,0.29275,0.2342,0.2342,0.146375,0.146375,0.146375,0.146375,0.146375,0.146375,0.146375,0.146375,0.3513,0.4684,0.52695,0.4684,0.3513,0.17565,From DOE Prototype Buildings
HotelLarge BLDG_LIGHT_STORAGE_SCH_2010,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_OCC_SCH,Occupancy,,Default,1-Jan,31-Dec,Hourly,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.5,0.5,0.5,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.4,0.6,0.6,0.8,0.8,0.8,From DOE Prototype Buildings
HotelLarge BLDG_OCC_SCH,Occupancy,,Sat,1-Jan,31-Dec,Hourly,0.9,0.9,0.9,0.9,0.9,0.9,0.7,0.5,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.6,0.7,0.7,0.7,From DOE Prototype Buildings
HotelLarge BLDG_OCC_SCH,Occupancy,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_OCC_SCH,Occupancy,,Wkdy,1-Jan,31-Dec,Hourly,0.9,0.9,0.9,0.9,0.9,0.9,0.7,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.5,0.7,0.7,0.8,0.9,0.9,From DOE Prototype Buildings
HotelLarge BLDG_OCC_SCH,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge BLDG_SWH_SCH,Service Water Heating,,Default,1-Jan,31-Dec,Hourly,0.25,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.5,0.55,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.5,0.4,0.2,From DOE Prototype Buildings
HotelLarge BLDG_SWH_SCH,Service Water Heating,,SmrDsn|Wkdy,1-Jan,31-Dec,Hourly,0.2,0.15,0.15,0.15,0.2,0.25,0.5,0.6,0.55,0.45,0.4,0.45,0.4,0.35,0.3,0.3,0.3,0.4,0.55,0.6,0.5,0.55,0.45,0.25,From DOE Prototype Buildings
HotelLarge BLDG_SWH_SCH,Service Water Heating,,WntrDsn|Sat,1-Jan,31-Dec,Hourly,0.2,0.15,0.15,0.15,0.2,0.25,0.4,0.5,0.5,0.5,0.45,0.5,0.5,0.45,0.4,0.4,0.35,0.4,0.55,0.55,0.5,0.55,0.4,0.3,From DOE Prototype Buildings
HotelLarge Booster Water Inlet Temp Schedule,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge Booster Water Setpoint Temp Schedule,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,82.22,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge CLGSETP_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge CLOTHING_SCH,Clothing,W,Default|SmrDsn,1-Jan,31-Dec,Constant,0.5,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge CLOTHING_SCH,Clothing,W,Wknd|Wkdy,1-Oct,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge CLOTHING_SCH,Clothing,W,Wknd|Wkdy,1-Jan,30-Apr,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge CLOTHING_SCH,Clothing,W,WntrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge CoolingCoilAvailSched,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge Cool-Supply-Air-Temp-Sch,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,12.8,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge CW-Loop-Temp-Schedule,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,6.7,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge Dual Zone Control Type Sched,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,4,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge ELEV_LIGHT_FAN_SCH_24_7,Lighting,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,Default,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.1,0.2,0.4,0.5,0.5,0.35,0.15,0.15,0.15,0.15,0.15,0.15,0.35,0.5,0.5,0.4,0.4,0.3,0.2,0.1,From DOE Prototype Buildings
HotelLarge ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,0.5,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge EmployeeLounge_Eqp_Sch,Equipment,,Default|Wkdy,1-Jan,31-Dec,Hourly,0.11,0.11,0.11,0.11,0.11,0.19,0.19,0.25,1,1,0.86,0.86,1,0.86,0.86,0.86,0.86,0.86,0.25,0.19,0.11,0.11,0.11,0.11,From DOE Prototype Buildings
HotelLarge EmployeeLounge_Eqp_Sch,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge EmployeeLounge_Eqp_Sch,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge EmployeeLounge_Occ_Sch,Occupancy,,Default,1-Jan,31-Dec,Hourly,0,0,0,0,0,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0,0,0,0,From DOE Prototype Buildings
HotelLarge EmployeeLounge_Occ_Sch,Occupancy,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge EmployeeLounge_Occ_Sch,Occupancy,,Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.7,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0,0,0,0,From DOE Prototype Buildings
HotelLarge EmployeeLounge_Occ_Sch,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge ExerciseRoom_Eqp_Sch,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0,From DOE Prototype Buildings
HotelLarge ExerciseRoom_Occ_Sch,Occupancy,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0.5,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,0.5,0,From DOE Prototype Buildings
HotelLarge Exterior_Lgt_ALWAYS_ON,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge Exterior_Ltg_Sch,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,From DOE Prototype Buildings
HotelLarge FAN_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
HotelLarge FLR_3_DOAS_OAminOAFracSchedule,OA Air,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
